CS_PropertyID,rev_psf,Rent,leasing_rate,size,City_Market_Rent,stories,age,renovated,class,green_rating,LEED,amenities,Utility_Costs,class_a,class_b
249220,21.364314,22.83,93.58,915316,25.63,41,22,1,A,0,0,1,0.809839898,1,0
115514,15.1248,24,63.02,29823,25.32,5,76,1,B,0,0,1,0.809839898,0,1
42209,23.403204,24.86,94.14,458149,25.08,25,15,0,A,0,0,0,0.809839898,1,0
249299,21.962178,25.34,86.67,377400,25.51,12,81,1,A,0,0,1,0.809839898,1,0
249281,21.224792,25.64,82.78,207057,24.99,22,21,0,A,0,0,1,0.809839898,1,0
249391,18.536404,25.72,72.07,412000,25.18,21,22,0,A,0,0,1,0.809839898,1,0
249267,25.266948,27.16,93.03,242176,25.69,8,22,1,A,0,0,0,0.809839898,1,0
249265,23.18525,27.5,84.31,126700,25.5,12,22,0,A,0,0,0,0.809839898,1,0
249188,26.40876,29.8,88.62,678500,25.43,33,34,1,A,0,0,1,0.809839898,1,0
83648,26.193,30,87.31,35452,25.32,5,83,1,B,0,0,1,0.809839898,0,1
433020,16.95525,18.5,91.65,519000,19.29,16,7,0,A,1,0,1,-0.888879223,1,0
144805,6.788925,8.25,82.29,304000,19.87,5,61,0,C,0,0,0,-0.889106707,0,0
1598,13.1684,14,94.06,70000,19.54,5,124,1,B,0,0,0,-0.889106707,0,1
144661,10.1168,16,63.23,55000,19.39,7,85,1,C,0,0,0,-0.889106707,0,0
144469,14.65022,17.42,84.1,311946,19.74,16,95,1,C,0,0,1,-0.889106707,0,0
144315,14.866676,17.69,84.04,754751,19.35,40,26,0,A,0,0,1,-0.889106707,1,0
144346,16.065,18,89.25,512354,19.34,35,36,1,A,0,0,1,-0.889106707,1,0
144665,18.5345,19,97.55,78014,19.68,7,103,1,C,0,0,1,-0.889106707,0,0
144401,16.266589,19.09,85.21,1075907,19.08,23,24,0,A,0,0,1,-0.889106707,1,0
144901,17.25663,19.65,87.82,405968,19.71,18,6,0,A,0,0,1,-0.889106707,1,0
144602,15.534,20,77.67,107200,19.52,8,103,0,C,0,0,0,-0.889106707,0,0
41278,18.443841,20.67,89.23,537084,19.67,32,35,0,B,0,0,1,-0.889106707,0,1
144421,21.5,21.5,100,692778,19.75,22,42,1,B,0,0,1,-0.889106707,0,1
145328,18.7528,22,85.24,21380,19.76,2,72,1,B,0,0,0,-0.889106707,0,1
144353,21.133448,22.48,94.01,1184400,19.95,35,36,1,B,0,0,1,-0.889106707,0,1
144481,1.7472,24,7.28,246840,19.61,16,49,1,A,0,0,1,-0.889106707,1,0
616465,23.43336,25.1,93.36,479000,19.64,18,1,0,A,0,0,0,-0.889106707,1,0
144385,25.281533,26.99,93.67,904593,19.61,25,24,1,A,0,0,1,-0.889106707,1,0
527467,29.928,30,99.76,420000,19.92,18,5,0,A,0,0,1,-0.889106707,1,0
1330697,17.10325,18.5,92.45,120165,16.2,6,39,0,B,1,0,0,-1.509650992,0,1
1339805,11.530935,14.95,77.13,6560,16.62,1,32,0,B,0,0,0,-1.504766605,0,1
1188819,11.87094,15.9,74.66,63630,16.56,4,40,1,C,0,0,0,-1.504766605,0,0
1374452,16.5,16.5,100,92256,16.23,5,37,0,B,0,0,0,-1.504766605,0,1
1377574,0,16.5,0,62980,16.47,4,37,0,B,0,0,0,-1.504766605,0,1
1338541,16.03175,17.5,91.61,11920,16.33,2,38,0,B,0,0,0,-1.504766605,0,1
1326604,2.98,2.98,100,259317,19.26,21,29,1,B,0,0,0,3.890291816,0,1
1369881,6.011582,14.57,41.26,25148,18.81,3,111,1,C,0,0,0,3.890291816,0,0
5737391,15,15,100,153966,18.83,25,37,0,A,0,0,0,3.890291816,1,0
5625732,15.95214,16.2,98.47,66380,19.21,9,32,0,B,0,0,0,3.890291816,0,1
1377346,14.933088,18.24,81.87,275408,19,30,14,0,A,0,0,0,3.890291816,1,0
1395373,19.17858,19.61,97.8,201241,18.79,24,18,0,A,0,0,0,3.890291816,1,0
1380540,19.51488,19.8,98.56,186138,19.17,25,13,0,A,0,0,0,3.890291816,1,0
1386436,20.4,20.4,100,355802,18.62,20,35,1,A,0,0,0,3.890291816,1,0
1453932,13.706114,20.62,66.47,99175,18.85,8,19,0,A,0,0,0,3.890291816,1,0
1176923,19.29533,20.77,92.9,477045,19.08,20,38,0,A,0,0,1,3.890291816,1,0
1380142,20.9664,24,87.36,105332,19.26,10,42,0,B,0,0,1,3.890291816,0,1
144366,17.245887,18.61,92.67,629040,23.25,30,23,0,A,1,0,1,-0.888879223,1,0
145029,6.778164,8.44,80.31,16250,23.13,4,107,1,C,0,0,1,-0.889106707,0,0
1588,13.962,15,93.08,39761,23.11,13,83,1,C,0,0,0,-0.889106707,0,0
144382,13.45344,15.68,85.8,938314,23.17,26,80,1,B,0,0,1,-0.889106707,0,1
144332,14.3517,16.5,86.98,770191,23.1,38,35,1,A,0,0,1,-0.889106707,1,0
144349,17.43,17.5,99.6,885664,22.95,35,20,0,A,0,0,1,-0.889106707,1,0
144376,16.699887,17.73,94.19,581107,22.98,27,21,0,A,0,0,1,-0.889106707,1,0
144492,16.701,19,87.9,111323,23.18,14,78,1,C,0,0,1,-0.889106707,0,0
144898,17.3356,19,91.24,44621,22.96,4,135,1,C,0,0,1,-0.889106707,0,0
144400,17.249964,19.56,88.19,226550,22.87,23,93,1,C,0,0,1,-0.889106707,0,0
144294,18.492,20,92.46,1056408,23.27,50,15,0,A,0,0,1,-0.889106707,1,0
145034,4.47,20,22.35,13909,22.87,4,77,0,C,0,0,1,-0.889106707,0,0
1583,17.940418,20.29,88.42,845247,22.45,36,24,0,A,0,0,1,-0.889106707,1,0
144306,19.370055,20.53,94.35,988171,22.81,44,33,1,B,0,0,1,-0.889106707,0,1
144650,20.94,20.94,100,98862,22.62,7,95,1,C,0,0,1,-0.889106707,0,0
144374,18.7194,21,89.14,483497,23.2,28,20,0,A,0,0,1,-0.889106707,1,0
144367,21.089064,21.48,98.18,540676,23.32,30,21,1,A,0,0,1,-0.889106707,1,0
102828,5.2689,22.75,23.16,37480,22.97,6,112,1,C,0,0,0,-0.889106707,0,0
144388,22.75,22.75,100,157409,23.11,25,80,1,B,0,0,1,-0.889106707,0,1
144425,22.296928,23.12,96.44,178000,22.85,21,84,1,B,0,0,1,-0.889106707,0,1
144293,20.68322,23.95,86.36,959258,22.91,51,15,0,A,0,0,1,-0.889106707,1,0
144399,21.924,24,91.35,243147,22.92,23,80,1,B,0,0,1,-0.889106707,0,1
144733,0,24,0,20400,22.84,6,80,1,C,0,0,0,-0.889106707,0,0
144420,16.8904,24.55,68.8,206000,22.96,22,81,0,C,0,0,1,-0.889106707,0,0
144347,22.938454,24.62,93.17,384510,22.77,36,27,0,B,0,0,1,-0.889106707,0,1
149957,16.685,25,66.74,48100,22.82,6,101,1,C,0,0,0,-0.889106707,0,0
144298,21.627378,25.51,84.78,486602,22.91,47,78,0,B,0,0,1,-0.889106707,0,1
144391,24.56883,25.74,95.45,3448680,23.02,24,77,0,B,0,0,1,-0.889106707,0,1
144322,24.248946,26.49,91.54,402010,23.03,38,76,1,A,0,0,0,-0.889106707,1,0
403900,23.549416,26.84,87.74,53642,23.11,4,7,0,A,0,0,1,-0.889106707,1,0
144393,25.822615,27.55,93.73,617114,22.97,24,27,1,B,0,0,1,-0.889106707,0,1
144312,24.351864,27.66,88.04,416224,23.12,41,77,1,B,0,0,1,-0.889106707,0,1
144486,29,29,100,121153,23.09,15,18,0,A,0,0,0,-0.889106707,1,0
404757,26.990795,31.33,86.15,315784,22.6,11,94,1,B,0,0,1,-0.889106707,0,1
1165734,27.226069,32.11,84.79,70853,22.99,4,22,0,B,0,0,0,-0.889106707,0,1
627972,31.528086,35.29,89.34,32046,22.99,11,6,0,B,0,0,0,-0.889106707,0,1
144426,36.877342,38.47,95.86,579778,22.98,22,93,1,B,0,0,1,-0.889106707,0,1
144381,80,80,100,691410,22.97,26,29,1,B,0,0,1,-0.889106707,0,1
233903,17.051695,18.65,91.43,1483308,26.08,64,24,0,A,1,0,1,-0.237235312,1,0
5670310,31.1472,33.6,92.7,27396,26.09,3,5,0,B,0,0,0,-0.240760722,0,1
1037295,17.34375,18.75,92.5,291264,19.02,16,18,0,A,1,0,1,-1.210600186,1,0
1028878,18.658,19,98.2,213500,18.78,5,7,0,A,0,0,1,-1.213779129,1,0
393846,16.223286,18.79,86.34,683220,23.32,38,29,1,A,1,0,1,-1.051909091,1,0
393923,12,12,100,94259,23.21,7,109,0,B,0,0,0,-1.054217715,0,1
393924,9.445392,14.24,66.33,19600,23.18,4,102,1,C,0,0,0,-1.054217715,0,0
393873,15,15,100,86257,23.2,9,29,1,B,0,0,1,-1.054217715,0,1
393841,14.58583,16.66,87.55,571468,22.75,28,25,0,A,0,0,1,-1.054217715,1,0
393843,8.295912,17.91,46.32,425104,23.14,28,50,1,B,0,0,1,-1.054217715,0,1
93102,14.7852,18,82.14,374948,22.9,14,43,1,B,0,0,1,-1.054217715,0,1
18213,16.753056,18.96,88.36,108862,22.81,10,25,0,B,0,0,1,-1.054217715,0,1
399333,13.922676,19.08,72.97,42007,22.75,6,104,0,B,0,0,0,-1.054217715,0,1
393570,16.8402,19.5,86.36,373496,22.57,28,28,0,A,0,0,1,-1.054217715,1,0
109073,19.511025,22.25,87.69,232000,23.26,22,53,0,B,0,0,1,-1.054217715,0,1
393561,22.563,23,98.1,94800,22.53,13,38,0,B,0,0,0,-1.054217715,0,1
393904,23,23,100,39486,23.1,6,97,1,B,0,0,0,-1.054217715,0,1
741365,23,23,100,49000,22.9,3,42,0,B,0,0,1,-1.054217715,0,1
123616,23.7096,24,98.79,147100,22.91,18,25,0,A,0,0,1,-1.054217715,1,0
393834,23.19905,24.5,94.69,212681,22.91,24,22,1,A,0,0,1,-1.054217715,1,0
393481,0.7437,24.79,3,126400,23.21,6,92,0,B,0,0,0,-1.054217715,0,1
393595,21.59595,25.5,84.69,340872,22.96,32,25,0,A,0,0,1,-1.054217715,1,0
393910,22.91968,25.58,89.6,173155,22.68,20,25,0,A,0,0,1,-1.054217715,1,0
393917,29.441541,29.67,99.23,1274867,23.07,52,25,0,A,0,0,1,-1.054217715,1,0
393831,28.68,30,95.6,550805,22.71,42,26,1,A,0,0,1,-1.054217715,1,0
393856,33,33,100,151425,23.22,16,32,0,B,0,0,1,-1.054217715,0,1
620105,34.689605,36.55,94.91,45239,23.01,3,23,0,B,0,0,0,-1.054217715,0,1
1587608,19,19,100,280000,14.55,12,8,0,A,1,0,1,-1.051909091,1,0
1565203,7.878,12,65.65,20086,14.33,4,107,0,B,0,0,1,-1.054217715,0,1
5879520,9.2388,12,76.99,5214,14.19,2,19,0,B,0,0,0,-1.054217715,0,1
1565289,8.655669,12.51,69.19,57859,14.32,6,86,0,B,0,0,1,-1.054217715,0,1
1372639,11.4744,14,81.96,129749,14.15,5,19,0,B,0,0,1,-1.054217715,0,1
1510857,8.54763,14.14,60.45,27815,14.33,5,107,0,B,0,0,0,-1.054217715,0,1
1547665,14.5,14.5,100,59253,14.3,1,29,0,A,0,0,1,-1.054217715,1,0
1420156,13.250448,16.53,80.16,39618,14.24,4,107,0,B,0,0,0,-1.054217715,0,1
1538051,18.796,20,93.98,42315,14.23,4,44,0,B,0,0,1,-1.054217715,0,1
1369495,20.84425,21.5,96.95,200000,14.78,5,107,0,B,0,0,1,-1.054217715,0,1
810508,19,19,100,648047,15.71,27,13,0,A,1,0,0,-0.860262719,1,0
820498,0,7,0,22500,15.32,3,97,0,C,0,0,0,-0.854847462,0,0
820117,5.34375,9.5,56.25,48000,15.37,4,147,0,B,0,0,1,-0.854847462,0,1
810558,7.53825,11.5,65.55,40350,15.31,7,107,1,C,0,0,0,-0.854847462,0,0
810469,8.0652,12,67.21,44275,15.48,7,33,1,B,0,0,0,-0.854847462,0,1
810393,10.111113,13.83,73.11,63724,15.66,4,125,1,C,0,0,0,-0.854847462,0,0
810691,11.0348,14,78.82,77712,15.93,4,101,0,B,0,0,0,-0.854847462,0,1
833475,14,14,100,45776,15.57,3,127,0,B,0,0,0,-0.854847462,0,1
810707,13.82738,14.15,97.72,392217,14.89,24,22,0,A,0,0,0,-0.854847462,1,0
810704,8.055,15,53.7,30238,15.4,5,126,1,B,0,0,0,-0.854847462,0,1
810804,12.531,15,83.54,210747,15.72,7,117,1,B,0,0,0,-0.854847462,0,1
810652,14.9451,15.5,96.42,276818,15.51,31,52,1,B,0,0,0,-0.854847462,0,1
810454,12.695834,15.67,81.02,36567,15.46,4,19,0,B,0,0,0,-0.854847462,0,1
810768,11.002312,15.92,69.11,76588,15.36,6,137,1,B,0,0,0,-0.854847462,0,1
810763,14.0768,16,87.98,13763,15.56,3,24,0,B,0,0,0,-0.854847462,0,1
810501,15.075782,16.27,92.66,421513,15.51,21,30,1,A,0,0,0,-0.854847462,1,0
810449,13.125,17.5,75,116572,15.45,13,21,1,A,0,0,0,-0.854847462,1,0
810773,15.0325,17.5,85.9,250566,15.59,20,39,1,B,0,0,0,-0.854847462,0,1
810744,17.352,18,96.4,111000,15.42,31,20,0,A,0,0,0,-0.854847462,1,0
810688,15.19336,18.2,83.48,31703,15.47,5,107,1,B,0,0,0,-0.854847462,0,1
833158,0,19,0,6702,15.48,3,57,1,B,0,0,0,-0.854847462,0,1
810774,15.8506,20.5,77.32,488853,15.27,30,21,0,A,0,0,0,-0.854847462,1,0
445836,17.3337,19,91.23,93345,18.89,5,21,0,A,1,0,1,-0.911713493,1,0
446226,14.90915,18.5,80.59,93353,19.13,4,17,0,A,0,0,0,-0.912826439,1,0
446191,16.56855,20.25,81.82,211352,18.93,10,19,0,A,0,0,1,-0.912826439,1,0
248412,19,19,100,703382,23.22,26,25,0,A,1,0,1,0.808962754,1,0
248437,17.6742,18,98.19,142000,22.96,35,32,1,A,0,0,1,0.809839898,1,0
248866,16.219287,21.21,76.47,32000,23.51,4,100,1,C,0,0,0,0.809839898,0,0
248277,20.451873,21.97,93.09,1329810,23.63,52,15,1,A,0,0,1,0.809839898,1,0
248096,19.622525,22.49,87.25,982000,23.36,42,22,0,A,0,0,1,0.809839898,1,0
248705,21.454128,22.98,93.36,566434,23.55,28,16,0,A,0,0,1,0.809839898,1,0
42187,22.373148,23.24,96.27,1385325,23.59,54,25,1,A,0,0,1,0.809839898,1,0
248715,22.364829,23.49,95.21,1313409,23.73,50,16,0,A,0,0,1,0.809839898,1,0
248299,22.46893,23.54,95.45,1138850,23.79,45,24,0,A,0,0,1,0.809839898,1,0
248662,18.843408,25.44,74.07,163000,23.83,13,79,1,B,0,0,0,0.809839898,0,1
248804,23.984139,25.77,93.07,242200,23.61,13,77,1,A,0,0,1,0.809839898,1,0
248276,23.318157,27.73,84.09,370209,23.57,10,32,0,B,0,0,1,0.809839898,0,1
248586,17.427036,31.02,56.18,130410,23.63,24,21,0,A,0,0,1,0.809839898,1,0
248615,28.964748,31.48,92.01,219000,23.86,12,86,1,B,0,0,1,0.809839898,0,1
5695320,31.518993,34.87,90.39,29200,24,1,2,0,B,0,0,0,0.809839898,0,1
247985,31.7562,42,75.61,18800,23.69,27,18,0,B,0,0,1,0.809839898,0,1
248448,42,42,100,105000,23.47,12,78,1,B,0,0,0,0.809839898,0,1
378510,19,19,100,115310,18.02,4,4,0,A,1,0,0,-0.196562,1,0
378655,11.46915,16.5,69.51,124462,17.57,5,22,1,A,0,0,0,-0.191080175,1,0
233930,17.563068,19.02,92.34,1070279,17.82,41,24,0,A,1,0,1,-0.237235312,1,0
239567,17.5,17.5,100,179266,18.32,8,31,0,B,0,0,1,-0.240760722,0,1
239692,16.0884,18,89.38,103689,18.1,6,36,0,B,0,0,0,-0.240760722,0,1
239705,16.29,18,90.5,96306,18.14,6,35,0,B,0,0,1,-0.240760722,0,1
239695,19.594,20,97.97,109600,17.88,6,32,0,B,0,0,1,-0.240760722,0,1
248624,18.976557,19.07,99.51,392626,25.43,21,26,1,A,1,0,1,0.808962754,1,0
248437,17.6742,18,98.19,142000,24.95,35,32,1,A,0,0,1,0.809839898,1,0
260630,0,18.6,0,41000,24.46,2,57,0,B,0,0,0,0.809839898,0,1
110423,16.01856,19.2,83.43,24152,24.98,4,59,1,B,0,0,0,0.809839898,0,1
249199,18.512316,20.97,88.28,1028852,24.85,62,33,1,A,0,0,1,0.809839898,1,0
248705,21.454128,22.98,93.36,566434,24.91,28,16,0,A,0,0,1,0.809839898,1,0
249291,13.099397,23.23,56.39,349213,24.58,21,47,1,A,0,0,1,0.809839898,1,0
249410,20.9064,24,87.11,160000,24.74,15,55,1,A,0,0,1,0.809839898,1,0
249273,24.802956,25.66,96.66,213079,24.86,18,34,0,A,0,0,1,0.809839898,1,0
248804,23.984139,25.77,93.07,242200,25.03,13,77,1,A,0,0,1,0.809839898,1,0
254428,13.7436,26,52.86,35086,24.73,3,49,0,B,0,0,0,0.809839898,0,1
249290,20.788841,26.69,77.89,113070,24.86,12,81,1,B,0,0,1,0.809839898,0,1
248276,23.318157,27.73,84.09,370209,24.97,10,32,0,B,0,0,1,0.809839898,0,1
249190,21.070005,30.47,69.15,74141,24.85,7,41,0,A,0,0,0,0.809839898,1,0
246966,25.7928,33,78.16,450000,24.84,13,49,1,B,0,0,1,0.809839898,0,1
248955,28.677,33,86.9,278900,24.8,24,18,0,A,0,0,1,0.809839898,1,0
1029695,19.087936,19.18,99.52,1196036,11.67,57,20,0,A,1,0,0,-1.210600186,1,0
1029911,3.4092,6,56.82,38673,12.03,4,60,0,B,0,0,0,-1.213779129,0,1
1029570,6.8496,8,85.62,259000,11.69,12,98,0,B,0,0,1,-1.213779129,0,1
1029794,6.2424,8,78.03,198716,11.59,13,85,0,B,0,0,0,-1.213779129,0,1
1029892,6.928,8,86.6,157600,11.65,12,91,0,B,0,0,0,-1.213779129,0,1
1289830,7.761956,8.93,86.92,178858,11.71,12,78,0,B,0,0,1,-1.213779129,0,1
766407,8.3538,9,92.82,537000,11.47,17,45,1,B,0,0,1,-1.213779129,0,1
1029848,6.9768,9,77.52,141558,11.41,26,78,1,B,0,0,0,-1.213779129,0,1
1034029,7.92,9,88,350547,11.66,12,81,1,B,0,0,1,-1.213779129,0,1
1036680,7.6293,9,84.77,299908,11.35,14,41,1,B,0,0,1,-1.213779129,0,1
1129684,6.93,9,77,96476,11.47,12,81,1,B,0,0,0,-1.213779129,0,1
766428,8.747,10,87.47,276000,11.78,13,45,1,B,0,0,1,-1.213779129,0,1
1035248,8.795,10,87.95,300000,11.49,18,84,0,B,0,0,0,-1.213779129,0,1
1030389,5.022682,11.41,44.02,280563,11.68,17,22,0,A,0,0,1,-1.213779129,1,0
1029658,10.945092,11.64,94.03,1308000,11.74,52,35,1,A,0,0,1,-1.213779129,1,0
1029857,10.954339,11.77,93.07,415824,11.6,20,37,1,B,0,0,0,-1.213779129,0,1
1034248,8.7828,12,73.19,335632,11.68,20,23,0,A,0,0,1,-1.213779129,1,0
1029452,12.1996,14,87.14,235441,11.96,11,122,0,B,0,0,0,-1.213779129,0,1
1031300,12.3396,14,88.14,606579,11.4,33,16,0,A,0,0,1,-1.213779129,1,0
1029506,11.91175,14.5,82.15,109942,11.74,12,78,0,B,0,0,0,-1.213779129,0,1
1029515,12.44245,14.5,85.81,393902,11.66,27,47,1,A,0,0,1,-1.213779129,1,0
1039722,13.2037,14.5,91.06,315783,11.87,36,20,1,A,0,0,1,-1.213779129,1,0
1013868,14.7467,15.5,95.14,592953,11.65,40,18,0,A,0,0,0,-1.213779129,1,0
1029565,15.30625,15.5,98.75,1081641,11.91,50,24,0,A,0,0,1,-1.213779129,1,0
1034252,14.7088,16,91.93,33880,11.52,5,95,1,B,0,0,1,-1.213779129,0,1
765854,14.39874,16.7,86.22,588908,11.35,30,16,0,A,0,0,1,-1.213779129,1,0
1035534,21.632656,21.86,98.96,485638,11.91,12,6,0,A,0,0,1,-1.213779129,1,0
493366,15.407307,19.71,78.17,494487,14.17,26,23,0,A,1,0,1,-0.70928966,1,0
493370,5.7918,6,96.53,20000,14.46,4,37,0,C,0,0,0,-0.705316454,0,0
503168,4.4802,6,74.67,30000,14.22,3,97,0,B,0,0,0,-0.705316454,0,1
508624,7.028125,8.65,81.25,16000,13.93,5,96,1,C,0,0,0,-0.705316454,0,0
5362965,0,9,0,48747,14.1,5,93,1,B,0,0,0,-0.705316454,0,1
615117,5.210386,9.71,53.66,4100,13.87,3,157,1,C,0,0,0,-0.705316454,0,0
493368,8.184203,10.39,78.77,58408,14.17,5,36,1,B,0,0,0,-0.705316454,0,1
493295,8.1732,10.5,77.84,10278,14.07,2,87,0,C,0,0,0,-0.705316454,0,0
493330,7.722528,10.56,73.13,407472,14.11,26,21,0,A,0,0,1,-0.705316454,1,0
504483,4.883223,10.73,45.51,15820,14.04,2,18,0,C,0,0,0,-0.705316454,0,0
493286,9.107115,10.95,83.17,197382,13.96,13,26,0,A,0,0,1,-0.705316454,1,0
493269,5.826825,11.75,49.59,47376,14.04,6,46,0,C,0,0,0,-0.705316454,0,0
513492,0,12,0,61000,14.13,1,18,0,C,0,0,0,-0.705316454,0,0
33382,9.975,12.5,79.8,11384,14.25,4,40,1,C,0,0,0,-0.705316454,0,0
493327,11.36375,12.5,90.91,38000,13.9,11,80,1,C,0,0,1,-0.705316454,0,0
493335,6.3583,13,48.91,27400,14.04,4,137,1,B,0,0,0,-0.705316454,0,1
493322,11.829258,13.38,88.41,88000,13.9,6,78,1,C,0,0,1,-0.705316454,0,0
493374,9.58095,13.5,70.97,17910,13.95,3,39,1,C,0,0,0,-0.705316454,0,0
33370,13.1712,14,94.08,91199,14.25,10,91,1,B,0,0,0,-0.705316454,0,1
493400,8.1396,14,58.14,21500,13.97,4,87,1,C,0,0,0,-0.705316454,0,0
509549,9.383644,14.06,66.74,17088,14.11,3,67,0,C,0,0,0,-0.705316454,0,0
493332,10.140768,14.52,69.84,353768,13.74,44,80,1,B,0,0,1,-0.705316454,0,1
493367,13.624182,14.74,92.43,330849,14.26,23,79,0,A,0,0,1,-0.705316454,1,0
87234,12.69,15,84.6,48238,14.1,6,107,1,B,0,0,0,-0.705316454,0,1
493287,0.543,15,3.62,14932,13.58,3,52,0,C,0,0,0,-0.705316454,0,0
493369,11.568,15,77.12,169309,13.76,15,36,0,B,0,0,0,-0.705316454,0,1
825650,7.5,15,50,8000,14.02,2,77,0,C,0,0,0,-0.705316454,0,0
493339,9.5914,15.47,62,310857,14.44,24,39,1,A,0,0,1,-0.705316454,1,0
708820,15.5,15.5,100,29652,14.06,4,87,0,C,0,0,0,-0.705316454,0,0
33374,14.12715,15.9,88.85,260304,13.77,20,43,1,A,0,0,1,-0.705316454,1,0
33373,11.4937,17,67.61,15435,14.06,3,97,1,C,0,0,0,-0.705316454,0,0
493342,16.3905,17.5,93.66,568742,14.17,34,33,1,A,0,0,1,-0.705316454,1,0
493331,15.4746,18,85.97,146020,13.76,12,43,1,B,0,0,0,-0.705316454,0,1
493360,9.5,19,50,10000,13.94,2,29,0,C,0,0,0,-0.705316454,0,0
493266,12.97986,19.06,68.1,193551,14.35,13,97,1,B,0,0,1,-0.705316454,0,1
493341,14.63475,19.5,75.05,319720,14.04,23,31,0,A,0,0,1,-0.705316454,1,0
510070,6.97905,19.5,35.79,41000,14.38,3,32,1,B,0,0,0,-0.705316454,0,1
493289,14.596722,19.53,74.74,35076,13.62,6,90,0,C,0,0,0,-0.705316454,0,0
197382,16.83,19.8,85,68955,21.44,2,19,0,B,1,0,0,0.808962754,0,1
197505,5.63316,15.6,36.11,11583,21.27,1,20,0,C,0,0,0,0.809839898,0,0
6014883,15.6,15.6,100,52900,20.99,2,4,0,B,0,0,0,0.809839898,0,1
822662,16.821756,22.68,74.17,83635,21.18,2,2,0,B,0,0,0,0.809839898,0,1
822666,19.68876,23.4,84.14,104048,21.37,3,1,0,B,0,0,0,0.809839898,0,1
1162903,2.46456,25.2,9.78,77558,21.29,3,2,0,A,0,0,0,0.809839898,1,0
410041,17.39259,19.98,87.05,292624,16.87,16,21,0,A,1,0,1,-0.237235312,1,0
409424,13.98528,15.36,91.05,166750,17,9,52,0,B,0,0,1,-0.240760722,0,1
409512,13.9621,17,82.13,112888,17.01,10,41,1,C,0,0,1,-0.240760722,0,0
248814,18.080955,19.99,90.45,195283,17.21,12,26,0,A,1,0,1,0.808962754,1,0
248859,11.457432,16.11,71.12,217515,17.1,12,43,1,A,0,0,0,0.809839898,1,0
249530,13.36075,16.25,82.22,270058,16.98,15,39,1,A,0,0,1,0.809839898,1,0
248774,11.012099,16.37,67.27,208587,17.48,14,41,1,A,0,0,1,0.809839898,1,0
252395,10.8576,18,60.32,82417,17.41,3,29,0,B,0,0,0,0.809839898,0,1
248769,12.216297,20.33,60.09,219645,17.06,12,25,1,A,0,0,1,0.809839898,1,0
236007,19.35,20,96.75,158469,26.99,12,24,0,A,1,0,1,-0.237235312,1,0
5670310,31.1472,33.6,92.7,27396,26.59,3,5,0,B,0,0,0,-0.240760722,0,1
75878,18.786,20,93.93,554524,19.35,28,30,0,B,1,1,1,-1.518336928,0,1
75918,13.5312,16,84.57,216000,19.5,6,37,0,B,0,0,1,-1.516262271,0,1
75908,11.777616,16.44,71.64,514073,19.16,11,21,0,A,0,0,1,-1.516262271,1,0
75877,15.90925,17.5,90.91,330000,19.16,18,22,0,B,0,0,1,-1.516262271,0,1
76139,15.7068,18,87.26,52250,19.33,4,81,0,B,0,0,0,-1.516262271,0,1
558678,19.87,20,99.35,84780,19.04,4,93,0,B,0,0,1,-1.516262271,0,1
726581,13.424,20,67.12,78400,19.09,4,29,0,A,0,0,1,-1.516262271,1,0
566850,21.1947,21.5,98.58,315000,19.04,15,21,0,A,0,0,1,-1.516262271,1,0
717039,19.73,20,98.65,398412,18.51,24,8,0,A,1,0,1,-1.283597492,1,0
716951,11.138434,14.11,78.94,77217,18.31,11,99,0,C,0,0,0,-1.278908542,0,0
717151,13.421942,15.01,89.42,33030,18.92,6,98,1,C,0,0,1,-1.278908542,0,0
716993,13.38425,15.5,86.35,27830,18.66,6,118,1,B,0,0,0,-1.278908542,0,1
717016,12.199175,15.65,77.95,57600,18.77,12,79,1,C,0,0,0,-1.278908542,0,0
717060,13.21799,15.65,84.46,59423,18.15,7,98,1,B,0,0,1,-1.278908542,0,1
716997,15.57039,15.95,97.62,34801,18.7,4,114,1,C,0,0,1,-1.278908542,0,0
717095,14.643882,16.02,91.41,92500,18.47,12,97,1,B,0,0,1,-1.278908542,0,1
716851,9.294575,16.75,55.49,9750,18.69,2,87,0,B,0,0,0,-1.278908542,0,1
716919,14.337665,16.85,85.09,63457,18.67,8,116,1,B,0,0,0,-1.278908542,0,1
717054,16.9473,17,99.69,80100,18.95,12,97,0,C,0,0,0,-1.278908542,0,0
717152,10.035248,17.09,58.72,102964,18.55,13,101,1,B,0,0,0,-1.278908542,0,1
717125,12.50704,17.18,72.8,19724,18.15,8,94,0,C,0,0,0,-1.278908542,0,0
716945,16.068873,17.31,92.83,38440,18.39,4,105,1,C,0,0,0,-1.278908542,0,0
722820,16.5816,18,92.12,21000,18.44,3,107,1,B,0,0,0,-1.278908542,0,1
716918,16.557733,18.31,90.43,26145,19.04,5,117,1,C,0,0,0,-1.278908542,0,0
716859,16.2171,18.5,87.66,103077,18.8,12,97,1,B,0,0,0,-1.278908542,0,1
717105,16.36325,18.5,88.45,39316,18.61,4,107,1,B,0,0,0,-1.278908542,0,1
716964,17.202276,18.69,92.04,89850,18.41,12,81,1,B,0,0,1,-1.278908542,0,1
772294,18.71881,18.95,98.78,50000,18.86,5,79,0,B,0,0,0,-1.278908542,0,1
717898,13.062633,19.19,68.07,37225,18.72,4,123,1,C,0,0,0,-1.278908542,0,0
716914,15.335229,19.37,79.17,150109,18.93,14,93,0,B,0,0,1,-1.278908542,0,1
