"deny","pi_exceed","black","poor_credit","selfemp","condomin","hschool","lvrat","pirat"
0,"no","no","no","no","no","yes",0.722,0.317
0,"yes","no","no","no","no","yes",0.898,0.373
0,"yes","no","no","no","no","yes",0.434,0.661
0,"yes","no","no","no","no","yes",0.847,0.356
0,"yes","yes","no","no","no","yes",0.896,0.375
1,"no","no","no","no","no","yes",0.754,0.314
1,"yes","no","no","no","no","yes",0.95,0.384
0,"yes","no","no","no","no","yes",0.784,0.361
0,"no","no","no","yes","no","yes",0.253,0.266
0,"no","no","no","no","no","yes",0.748,0.322
0,"no","yes","no","no","no","yes",0.838,0.231
0,"yes","no","no","no","no","yes",0.763,0.365
0,"yes","no","no","no","no","yes",0.818,0.427
0,"no","no","no","yes","no","no",0.773,0.29
0,"yes","yes","yes","no","no","yes",0.517,0.814
0,"yes","yes","no","yes","no","yes",0.865,0.371
0,"no","no","no","no","no","yes",0.896,0.296
0,"yes","yes","no","no","no","yes",0.804,0.353
0,"no","yes","no","no","no","yes",0.789,0.348
0,"yes","yes","no","no","no","yes",0.939,0.5
0,"yes","no","no","no","no","yes",0.556,0.374
0,"yes","yes","no","no","no","yes",0.874,0.468
1,"no","no","no","yes","no","yes",0.667,0.104
0,"no","no","no","no","no","yes",0.864,0.323
0,"no","no","no","no","no","yes",0.899,0.293
0,"no","no","no","no","no","yes",0.878,0.336
1,"yes","yes","no","no","no","yes",0.75,0.417
0,"no","no","no","no","no","yes",0.625,0.258
0,"yes","no","no","no","no","yes",0.656,0.358
1,"yes","no","no","no","no","yes",0.592,0.467
0,"no","yes","no","no","no","yes",0.324,0.216
0,"no","no","no","yes","no","yes",0.586,0.277
0,"no","no","no","no","yes","yes",0.651,0.27
0,"no","no","no","no","no","yes",0.708,0.32
0,"no","no","no","no","yes","yes",0.682,0.25
1,"yes","no","no","no","no","yes",0.641,0.505
0,"no","yes","no","no","no","yes",0.401,0.32
1,"yes","yes","yes","yes","yes","yes",0.688,0.355
0,"no","no","no","no","no","yes",0.897,0.31
0,"no","no","no","no","no","yes",0.479,0.3
0,"no","no","no","no","no","yes",0.185,0.19
0,"no","yes","no","no","no","yes",0.803,0.18
0,"no","no","no","no","no","yes",0.111,0.08
0,"yes","no","no","no","no","yes",0.737,0.36
0,"no","no","no","no","no","yes",0.8,0.14
0,"no","no","no","no","no","yes",0.794,0.34
0,"no","no","no","no","no","yes",0.55,0.34
0,"no","yes","no","no","no","yes",0.8,0.32
0,"no","no","no","no","no","yes",0.154,0.19
0,"no","no","no","no","no","yes",0.483,0.32
0,"yes","no","no","no","no","yes",0.606,0.73
0,"yes","yes","no","no","no","yes",0.8,0.58
0,"no","no","no","no","no","yes",0.796,0.3
0,"no","no","no","no","no","yes",0.87,0.14
0,"no","no","no","yes","no","yes",0.135,0.26
0,"yes","no","no","no","no","yes",0.35,0.43
0,"yes","no","no","no","no","yes",1,0.47
0,"no","yes","no","no","no","yes",0.8,0.25
0,"no","no","no","no","no","yes",0.781,0.3
0,"no","no","no","no","no","yes",0.696,0.27
0,"yes","no","no","no","no","yes",0.389,0.36
0,"no","no","no","no","no","yes",0.236,0.249
0,"no","no","no","no","no","yes",0.519,0.216
1,"yes","no","no","no","no","yes",0.753,1.16
0,"yes","no","no","yes","no","yes",0.615,0.36
0,"no","no","no","no","no","yes",0.4,0.278
0,"no","no","no","no","no","yes",0.745,0.32
0,"no","no","no","no","no","yes",0.748,0.288
0,"yes","no","no","yes","no","yes",0.747,0.483
0,"no","no","no","no","no","yes",0.632,0.312
0,"no","no","no","no","no","yes",0.574,0.297
0,"no","no","no","no","no","yes",0.7,0.344
0,"yes","no","no","no","no","yes",0.49,0.362
0,"no","no","no","no","no","yes",0.587,0.285
0,"no","no","no","no","no","yes",0.75,0.323
0,"yes","no","no","yes","no","yes",0.799,0.404
0,"no","yes","no","no","no","yes",0.896,0.316
0,"no","no","no","no","no","yes",0.741,0.288
0,"yes","no","no","no","no","yes",0.688,0.358
0,"no","no","no","no","no","yes",0.74,0.29
0,"no","no","no","no","no","yes",0.901,0.35
0,"no","no","yes","no","no","yes",0.776,0.34
0,"yes","no","no","no","no","yes",0.745,0.36
1,"no","no","yes","no","no","yes",0.726,0.27
1,"yes","yes","yes","no","no","yes",0.888,0.45
0,"no","no","no","no","no","yes",0.85,0.32
0,"no","no","no","no","no","yes",0.786,0.33
0,"yes","no","yes","no","yes","yes",0.852,0.46
0,"no","no","no","no","yes","yes",0.802,0.35
0,"no","no","no","no","no","yes",0.774,0.35
0,"yes","no","no","yes","yes","yes",0.698,0.39
0,"yes","no","no","no","no","yes",0.615,0.46
0,"yes","no","no","no","no","yes",0.791,0.38
0,"no","no","no","no","no","yes",0.8,0.27
0,"yes","no","no","no","no","yes",0.788,0.38
0,"no","no","no","no","no","yes",0.452,0.22
0,"yes","no","no","no","yes","yes",0.845,0.38
0,"yes","no","no","no","no","yes",0.684,0.37
0,"yes","no","no","no","no","yes",0.854,0.37
0,"no","no","no","no","no","yes",0.76,0.28
0,"no","no","no","no","no","yes",0.692,0.25
0,"no","no","no","no","no","yes",0.208,0.26
0,"no","no","no","no","no","yes",0.938,0.27
0,"yes","no","no","no","yes","yes",0.715,0.38
0,"no","no","no","no","no","yes",0.752,0.35
0,"no","no","no","no","no","yes",0.798,0.25
0,"yes","no","no","no","no","yes",0.796,0.38
0,"yes","no","no","no","no","yes",0.875,0.37
0,"no","no","no","no","no","yes",0.621,0.27
0,"no","no","no","no","no","yes",0.788,0.24
0,"yes","no","no","no","no","yes",0.675,0.36
0,"no","no","no","no","no","yes",0.619,0.23
0,"no","no","no","no","no","yes",0.713,0.33
0,"no","no","no","yes","no","yes",0.6,0.28
0,"no","no","no","no","no","yes",0.758,0.33
1,"yes","no","no","yes","no","yes",0.953,0.37
0,"no","no","no","no","no","yes",0.919,0.32
0,"no","no","no","no","no","yes",0.697,0.27
0,"no","no","no","no","no","yes",0.951,0.28
0,"yes","no","no","no","no","yes",0.952,0.39
0,"yes","no","no","no","no","yes",0.939,0.38
0,"yes","no","no","no","no","yes",0.8,0.38
1,"yes","no","no","no","yes","yes",0.948,0.38
1,"no","yes","no","no","no","yes",0.904,0.3
0,"yes","yes","no","no","no","yes",0.857,0.39
0,"no","no","no","no","no","yes",0.632,0.34
0,"no","no","no","yes","no","yes",0.34,0.19
0,"no","no","yes","no","no","yes",0.575,0.34
0,"no","no","no","no","no","yes",0.518,0.33
0,"no","no","no","yes","yes","yes",0.75,0.31
0,"no","yes","no","no","yes","yes",0.8,0.29
0,"no","no","no","no","no","yes",0.409,0.2
0,"yes","no","no","no","no","yes",0.545,0.45
0,"no","no","no","no","yes","yes",0.789,0.32
0,"no","no","no","yes","yes","yes",0.778,0.2
0,"no","no","no","yes","no","yes",0.797,0.27
0,"no","no","no","no","no","yes",0.354,0.13
0,"no","no","no","yes","yes","yes",0.857,0.15
0,"no","no","no","yes","no","yes",0.8,0.1
0,"yes","no","no","no","no","yes",0.563,0.38
0,"no","no","no","no","yes","yes",0.794,0.22
0,"no","no","no","yes","no","yes",0.603,0.22
0,"no","no","no","yes","yes","yes",0.8,0.13
0,"no","no","no","no","yes","yes",0.512,0.07
1,"yes","no","no","no","no","yes",0.591,0.36
1,"yes","no","no","no","no","yes",0.591,0.36
0,"no","no","no","no","no","yes",0.796,0.246
0,"no","no","no","no","no","yes",0.582,0.219
1,"no","no","no","no","no","yes",0.943,0.313
0,"yes","no","no","yes","no","yes",0.753,0.377
0,"no","no","no","yes","yes","yes",0.767,0.121
0,"no","no","no","no","yes","yes",0.754,0.319
0,"yes","no","no","no","no","yes",0.698,0.357
0,"yes","no","no","yes","yes","yes",0.761,0.378
0,"no","no","no","no","no","yes",0.898,0.293
0,"yes","no","no","no","yes","yes",0.772,0.381
0,"no","no","no","no","yes","yes",0.686,0.233
0,"no","no","no","no","no","yes",0.556,0.287
0,"no","no","no","yes","no","yes",0.704,0.245
0,"no","no","no","no","no","yes",0.897,0.295
0,"yes","no","no","no","no","yes",0.766,0.393
0,"no","no","no","no","no","yes",0.649,0.33
0,"no","no","no","no","no","yes",0.179,0.298
0,"yes","no","no","no","no","yes",0.798,0.403
0,"yes","no","no","no","no","yes",0.862,0.386
1,"yes","yes","no","no","no","yes",0.95,0.382
0,"yes","no","no","no","yes","yes",0.628,0.352
0,"no","no","no","no","no","yes",0.571,0.306
0,"yes","no","no","no","no","yes",0.767,0.4
0,"no","no","no","no","no","yes",0.945,0.27
0,"yes","no","no","no","yes","yes",0.801,0.385
0,"no","no","no","no","no","yes",0.875,0.212
0,"no","no","no","no","yes","yes",0.791,0.175
0,"no","no","no","no","yes","yes",0.43,0.3
0,"no","no","no","no","no","yes",0.75,0.258
0,"no","no","no","no","no","yes",0.412,0.266
0,"no","no","no","no","yes","yes",0.584,0.243
0,"no","no","no","no","yes","yes",0.8,0.155
0,"no","no","no","no","no","yes",0.8,0.3
0,"yes","no","no","no","no","yes",0.575,0.399
0,"no","no","no","no","no","yes",0.797,0.247
0,"yes","yes","no","yes","yes","yes",0.784,0.395
0,"yes","no","no","no","no","yes",0.8,0.36
1,"yes","no","no","yes","no","yes",0.642,0.43
0,"yes","no","no","no","no","yes",0.8,0.39
0,"no","no","no","no","no","yes",0.759,0.33
0,"no","no","no","yes","yes","yes",0.621,0.35
0,"no","no","no","no","no","yes",0.8,0.33
0,"yes","no","no","no","no","yes",0.316,0.43
0,"no","no","no","no","no","yes",0.625,0.29
0,"no","no","no","no","no","yes",0.784,0.28
0,"yes","no","no","no","no","yes",0.604,0.4
0,"yes","no","no","no","no","yes",0.787,0.37
0,"no","no","no","no","no","yes",0.513,0.33
0,"no","no","no","no","no","yes",0.797,0.28
0,"yes","no","no","no","no","yes",0.631,0.36
0,"yes","no","yes","yes","no","yes",0.87,0.45
0,"no","no","no","no","no","yes",0.5,0.3
0,"yes","no","no","yes","no","yes",0.354,0.38
0,"no","no","no","no","no","yes",0.333,0.29
0,"no","no","no","yes","no","yes",0.577,0.33
0,"no","no","yes","no","no","yes",0.463,0.21
0,"no","yes","no","no","yes","yes",0.712,0.31
0,"no","yes","no","no","yes","yes",0.663,0.19
0,"yes","yes","no","no","yes","yes",0.611,0.36
0,"no","yes","no","no","yes","yes",0.688,0.35
0,"yes","yes","no","no","no","yes",0.887,0.37
0,"no","no","no","no","no","yes",0.792,0.34
0,"no","no","no","no","yes","yes",0.8,0.33
0,"no","no","no","no","no","yes",0.47,0.31
0,"no","no","no","no","yes","yes",0.565,0.346
0,"yes","yes","no","yes","no","yes",0.941,0.42
0,"yes","yes","no","no","yes","yes",1,0.38
0,"no","yes","no","no","yes","yes",0.615,0.35
0,"no","no","no","no","yes","yes",0.606,0.33
0,"no","yes","no","no","yes","yes",0.885,0.24
0,"no","yes","no","no","yes","yes",0.876,0.281
0,"no","no","no","no","yes","yes",0.732,0.32
0,"no","yes","no","no","no","yes",0.72,0.16
0,"no","yes","no","yes","no","yes",0.8,0.25
0,"no","no","no","yes","yes","yes",0.8,0.35
0,"yes","yes","no","no","yes","yes",0.524,0.38
0,"no","yes","no","no","yes","yes",0.81,0.32
0,"no","yes","no","no","no","yes",0.773,0.35
0,"no","yes","no","no","no","no",0.721,0.27
0,"no","yes","no","no","yes","yes",0.905,0.25
0,"no","yes","no","no","yes","yes",1.014,0.29
0,"no","yes","no","no","yes","yes",0.648,0.271
0,"no","yes","no","no","yes","yes",0.848,0.32
0,"no","yes","no","no","no","yes",0.771,0.31
0,"yes","yes","no","no","yes","yes",0.819,0.37
0,"yes","yes","no","no","yes","yes",0.819,0.58
0,"no","yes","no","no","yes","yes",0.86,0.33
0,"no","yes","no","no","no","yes",0.841,0.16
0,"yes","yes","no","no","yes","yes",0.8,0.38
0,"no","yes","no","no","no","yes",0.727,0.34
1,"yes","yes","no","no","no","yes",0.934,0.39
1,"yes","yes","no","no","no","no",0.948,0.45
1,"yes","yes","no","no","no","yes",0.941,0.51
1,"yes","yes","yes","no","yes","no",0.794,0.43
1,"no","yes","no","no","yes","yes",0.81,0.31
1,"yes","yes","no","no","no","yes",0.316,0.46
1,"no","yes","yes","no","no","yes",0.978,0.24
0,"no","yes","no","no","yes","yes",1.95,0.22
1,"no","yes","no","no","yes","yes",0.95,0.22
1,"no","yes","no","no","yes","yes",0.188,0.18
1,"yes","no","no","no","yes","yes",0.903,0.66
1,"yes","yes","no","no","yes","yes",0.941,0.59
1,"no","yes","yes","no","yes","yes",0.941,0.35
1,"yes","yes","no","no","no","yes",0.95,0.52
1,"yes","yes","no","no","no","yes",0.879,0.42
1,"yes","yes","yes","no","no","yes",0.994,0.41
1,"yes","yes","no","no","yes","yes",0.624,0.49
1,"yes","yes","no","no","yes","yes",0.714,0.46
1,"no","yes","no","no","no","yes",0.448,0.25
1,"yes","yes","yes","no","yes","yes",0.753,0.39
1,"yes","no","no","no","no","yes",0.859,0.41
1,"no","yes","no","no","yes","yes",0.75,0.26
1,"yes","yes","no","no","yes","yes",0.85,0.36
1,"yes","yes","no","no","no","yes",0.897,0.39
1,"yes","yes","yes","no","yes","yes",0.857,0.36
1,"no","yes","yes","no","yes","yes",0.817,0.253
1,"yes","yes","no","no","no","yes",0.946,0.83
1,"no","yes","no","no","no","yes",0.976,0.34
0,"no","no","no","no","no","yes",0.552,0.26
1,"no","no","no","yes","no","yes",0.831,0.28
1,"no","no","no","no","no","yes",0.804,0.34
0,"yes","no","no","no","no","yes",0.697,0.37
1,"no","no","no","yes","no","yes",0.608,0.23
0,"no","no","no","no","no","yes",0.818,0.31
0,"yes","no","no","no","no","yes",0.646,0.36
0,"yes","no","no","no","no","yes",0.735,0.41
0,"no","no","no","no","no","yes",0.798,0.31
0,"yes","no","no","no","no","yes",0.674,0.44
0,"yes","no","no","no","no","yes",0.225,0.37
0,"yes","no","no","no","no","yes",0.5,0.39
0,"yes","no","no","no","no","yes",0.667,0.38
0,"yes","no","no","no","yes","yes",0.308,0.45
0,"no","no","no","no","no","yes",0.637,0.34
0,"no","no","no","no","yes","yes",0.8,0.34
0,"yes","no","no","no","no","yes",0.67,0.36
1,"yes","no","yes","no","no","yes",0.956,0.54
0,"no","no","no","no","yes","yes",0.8,0.35
0,"no","no","no","no","no","yes",0.795,0.33
0,"no","no","no","no","no","yes",0.795,0.35
0,"no","no","no","no","no","yes",0.653,0.31
1,"no","no","no","no","no","yes",0.798,0.25
0,"yes","no","no","no","no","yes",0.812,0.37
0,"no","no","no","no","no","yes",0.894,0.27
0,"no","no","no","no","no","yes",0.426,0.27
0,"yes","no","no","no","no","yes",0.793,0.36
0,"no","no","no","no","no","yes",0.6,0.21
0,"no","no","no","no","no","yes",0.9,0.3
0,"no","no","no","no","no","yes",0.879,0.34
0,"no","no","no","yes","no","yes",0.795,0.29
0,"yes","no","no","no","no","yes",0.944,0.4
0,"no","no","no","no","no","yes",0.731,0.3
0,"no","no","no","no","no","yes",0.189,0.26
0,"no","no","no","no","no","yes",0.903,0.28
0,"yes","no","no","no","no","yes",0.656,0.39
0,"no","no","no","no","yes","yes",0.887,0.22
0,"no","no","no","no","no","yes",0.589,0.281
0,"no","no","no","no","no","yes",0.884,0.35
0,"yes","no","no","no","no","yes",0.947,0.362
0,"no","no","no","no","yes","yes",0.9,0.345
0,"yes","no","no","yes","no","yes",0.926,0.364
0,"no","no","no","no","no","yes",0.764,0.176
0,"yes","no","no","no","no","yes",0.933,0.374
0,"yes","no","no","no","no","yes",0.842,0.359
0,"no","no","no","no","no","yes",0.358,0.284
0,"no","no","no","no","no","yes",0.792,0.336
0,"no","yes","yes","no","no","no",0.791,0.255
0,"no","no","no","no","no","yes",0.9,0.311
0,"no","no","no","no","no","yes",0.93,0.326
0,"no","no","no","no","yes","yes",0.797,0.328
0,"yes","no","no","no","no","yes",0.738,0.38
0,"no","no","no","no","no","yes",0.8,0.322
1,"no","no","no","no","no","yes",0.662,0.316
0,"no","no","no","no","yes","yes",0.966,0.225
0,"no","no","no","no","yes","yes",0.943,0.224
0,"no","no","no","no","no","yes",0.688,0.223
0,"no","no","no","no","yes","yes",0.943,0.169
0,"yes","no","no","yes","no","yes",0.705,0.422
0,"no","no","no","no","no","yes",0.385,0.326
0,"no","no","no","no","no","yes",0.5,0.319
0,"yes","no","no","yes","no","yes",0.65,0.44
0,"yes","yes","no","no","no","yes",0.8,0.382
0,"no","no","no","no","no","yes",0.88,0.304
0,"no","no","yes","yes","no","yes",0.294,0.34
0,"no","no","no","no","no","yes",0.787,0.322
0,"yes","no","no","no","no","yes",0.795,0.379
0,"yes","no","yes","yes","no","yes",0.571,0.65
0,"no","no","no","no","yes","yes",0.583,0.319
0,"yes","no","no","no","no","yes",0.704,0.408
0,"yes","no","no","no","no","yes",0.873,0.359
0,"no","no","no","no","no","yes",0.562,0.196
0,"no","no","no","no","no","yes",0.699,0.296
0,"yes","no","no","no","no","yes",0.922,0.357
0,"yes","no","no","no","no","yes",0.948,0.362
0,"no","no","no","no","yes","yes",0.712,0.306
0,"no","no","no","no","no","yes",0.9,0.275
0,"no","no","no","no","no","yes",0.575,0.307
0,"no","no","no","yes","no","yes",0.754,0.324
0,"no","no","no","no","no","yes",0.291,0.228
0,"yes","yes","no","no","no","yes",0.878,0.375
0,"yes","no","no","no","no","yes",0.524,0.403
0,"yes","no","no","no","no","yes",0.667,0.454
0,"no","no","no","no","no","yes",0.512,0.278
0,"no","no","no","no","no","yes",0.762,0.287
0,"no","no","no","no","no","yes",0.89,0.266
0,"no","no","no","no","no","yes",0.89,0.334
0,"no","no","no","no","no","yes",0.43,0.174
0,"no","no","no","no","no","yes",0.775,0.333
0,"no","no","no","no","no","yes",0.464,0.333
0,"yes","yes","no","no","no","yes",0.837,0.382
0,"no","no","no","no","no","yes",0.324,0.164
0,"no","no","no","no","yes","yes",0.698,0.241
0,"no","no","no","no","no","yes",0.619,0.297
0,"no","no","no","no","yes","yes",0.615,0.323
0,"no","no","no","no","no","yes",0.774,0.29
0,"no","no","no","no","no","yes",0.869,0.341
0,"yes","no","no","no","no","yes",0.768,0.414
0,"no","no","no","no","no","yes",0.894,0.266
0,"no","no","no","no","no","yes",0.665,0.259
0,"yes","no","no","yes","no","yes",0.633,0.49
0,"no","no","no","no","no","yes",0.548,0.266
0,"no","no","no","no","yes","yes",0.758,0.221
0,"yes","no","no","no","no","yes",0.8,0.404
0,"no","no","no","no","no","yes",0.476,0.21
0,"no","no","no","no","no","yes",0.8,0.304
0,"yes","yes","no","no","no","yes",0.784,0.389
0,"yes","no","no","no","no","yes",0.78,0.375
0,"no","no","no","no","yes","yes",0.709,0.323
0,"no","no","no","no","no","yes",0.467,0.319
0,"no","no","no","no","no","yes",0.774,0.302
0,"yes","no","no","no","no","yes",0.82,0.361
0,"no","no","no","no","no","yes",0.884,0.3
0,"no","no","no","no","no","yes",0.727,0.209
0,"yes","yes","yes","no","yes","yes",0.881,0.401
0,"no","no","yes","no","no","yes",0.799,0.33
0,"no","no","no","no","no","yes",0.667,0.304
0,"no","no","no","no","no","yes",0.768,0.146
0,"yes","no","no","no","no","yes",0.89,0.37
0,"no","no","no","no","no","yes",0.63,0.24
0,"no","no","no","no","no","yes",0.211,0.21
0,"no","no","no","no","no","yes",0.797,0.26
0,"yes","yes","no","no","no","yes",0.756,0.38
0,"no","no","no","no","yes","yes",0.785,0.26
0,"no","no","yes","yes","no","yes",0.554,0.18
0,"no","no","no","no","no","yes",0.568,0.24
0,"no","no","no","no","yes","yes",0.909,0.28
0,"no","no","yes","no","yes","yes",0.83,0.25
0,"yes","no","no","no","yes","yes",0.504,0.45
0,"no","no","no","no","yes","yes",0.72,0.3
0,"no","no","no","no","no","yes",0.842,0.34
0,"no","no","no","no","no","yes",0.75,0.3
0,"no","no","no","no","no","yes",0.736,0.28
0,"yes","no","no","no","no","yes",0.633,0.38
1,"no","no","no","no","no","yes",0.8,0.34
0,"no","no","no","no","no","yes",0.908,0.35
0,"no","no","no","no","no","yes",0.8,0.33
0,"no","no","no","no","no","yes",0.862,0.32
0,"no","no","no","no","no","yes",0.777,0.22
0,"no","no","no","no","no","yes",0.8,0.3
0,"no","no","no","no","no","yes",0.537,0.26
0,"no","no","no","no","yes","yes",0.732,0.34
0,"no","no","no","no","no","yes",0.787,0.28
0,"no","no","no","yes","no","yes",0.9,0.33
0,"yes","no","no","no","no","yes",0.912,0.4
0,"no","no","no","no","no","yes",0.852,0.26
0,"no","no","no","no","no","yes",0.464,0.2
0,"no","yes","no","no","no","yes",0.868,0.34
0,"no","no","no","no","no","yes",0.377,0.33
0,"no","no","no","no","no","yes",0.948,0.35
0,"yes","no","no","no","no","yes",0.947,0.36
0,"no","no","no","no","no","yes",0.574,0.32
0,"no","no","no","no","no","yes",0.49,0.32
0,"no","no","no","yes","no","yes",0.891,0.22
0,"no","no","no","no","no","yes",0.481,0.28
0,"no","no","no","no","no","yes",0.949,0.28
0,"no","no","no","no","no","yes",0.744,0.31
0,"yes","no","no","no","no","yes",0.786,0.37
0,"no","yes","no","no","no","yes",0.91,0.32
0,"yes","no","no","no","no","yes",0.505,0.39
0,"yes","no","no","no","no","yes",0.899,0.39
0,"no","no","no","no","no","yes",0.558,0.18
1,"yes","no","no","no","no","yes",0.873,0.38
0,"yes","no","no","no","no","yes",0.797,0.38
0,"no","no","no","no","no","yes",0.74,0.26
0,"yes","no","yes","yes","no","yes",0.923,0.36
0,"no","no","no","no","no","yes",0.22,0.27
0,"no","no","no","yes","no","yes",0.693,0.24
0,"no","no","no","no","no","yes",0.645,0.25
0,"no","no","no","no","no","yes",0.796,0.28
0,"yes","no","no","no","no","yes",0.476,0.39
0,"yes","no","no","no","no","yes",0.693,0.38
0,"no","no","no","no","no","yes",0.214,0.15
0,"no","no","no","no","no","yes",0.846,0.23
0,"no","no","no","yes","yes","yes",0.839,0.2
0,"no","no","no","yes","yes","yes",0.902,0.32
0,"no","no","no","no","no","yes",0.8,0.35
0,"yes","no","no","no","no","yes",0.771,0.46
0,"no","no","no","no","no","yes",0.892,0.21
0,"no","no","no","no","no","yes",0.903,0.31
0,"no","no","no","yes","no","yes",0.8,0.29
0,"no","yes","no","no","no","yes",0.905,0.31
0,"no","no","no","yes","no","yes",0.8,0.33
0,"no","no","no","no","no","yes",0.8,0.33
0,"yes","no","no","no","no","yes",0.5,0.43
0,"yes","no","no","no","no","yes",0.775,0.37
0,"no","no","no","no","no","yes",0.775,0.34
1,"yes","no","no","no","no","yes",0.888,0.43
1,"yes","no","no","no","no","yes",0.836,0.36
1,"yes","no","no","no","yes","yes",0.9,0.78
0,"yes","no","no","no","no","yes",0.688,0.38
0,"yes","no","no","no","no","yes",0.649,0.37
0,"yes","no","no","no","no","yes",0.149,0.37
0,"yes","no","no","no","no","yes",0.655,0.42
0,"no","no","no","no","no","yes",0.795,0.33
0,"yes","yes","no","no","no","yes",0.853,0.41
0,"yes","yes","no","no","yes","no",0.797,0.38
0,"no","no","no","no","yes","yes",0.774,0.33
0,"yes","no","no","yes","yes","yes",0.8,0.39
1,"no","yes","no","no","yes","yes",0.8,0.27
1,"yes","yes","yes","no","no","yes",0.789,0.63
1,"yes","no","no","no","yes","no",0.804,0.43
0,"no","yes","yes","no","yes","yes",0.8,0.33
1,"yes","yes","no","no","yes","yes",0.798,0.38
1,"yes","yes","no","no","yes","yes",0.806,0.37
1,"no","yes","yes","yes","no","yes",0.804,0.21
0,"no","yes","no","no","yes","yes",0.8,0.21
0,"no","yes","yes","no","yes","yes",1,0.23
1,"yes","no","no","yes","yes","yes",1.029,0.57
0,"no","no","no","no","yes","yes",0.8,0.27
0,"no","no","no","no","yes","yes",1,0.33
0,"yes","no","no","yes","no","yes",0.702,0.47
0,"no","no","no","no","no","yes",0.736,0.32
0,"no","no","no","no","no","yes",0.91,0.29
0,"yes","no","no","yes","no","yes",0.394,0.47
0,"yes","no","no","no","no","yes",0.665,0.53
0,"no","no","no","no","no","yes",0.804,0.31
0,"yes","no","no","no","no","yes",0.748,0.39
0,"yes","no","no","no","no","yes",0.84,0.36
0,"yes","no","no","no","no","yes",0.796,0.42
0,"yes","no","no","no","no","yes",0.899,0.36
0,"no","no","no","no","no","yes",0.73,0.35
0,"no","no","no","no","no","yes",0.842,0.26
0,"no","no","no","no","yes","yes",0.463,0.22
0,"no","no","no","no","no","yes",0.262,0.14
0,"no","no","no","no","no","yes",0.797,0.32
0,"no","no","no","no","no","yes",0.743,0.28
0,"yes","yes","no","no","no","yes",0.771,0.37
0,"no","no","no","yes","no","yes",0.748,0.28
0,"no","no","no","no","no","yes",0.48,0.29
0,"no","yes","no","no","no","yes",0.804,0.27
0,"no","no","no","no","no","yes",0.803,0.25
0,"no","no","no","no","no","yes",0.8,0.26
0,"no","no","no","no","no","yes",0.37,0.3
1,"yes","no","no","no","no","yes",0.799,0.5
0,"yes","no","no","no","no","yes",0.788,0.38
0,"yes","no","no","no","no","yes",0.838,0.4
0,"no","no","no","no","no","yes",0.792,0.34
0,"no","no","no","no","no","yes",0.792,0.32
0,"no","no","no","no","no","yes",0.706,0.26
0,"no","no","no","yes","no","yes",0.508,0.2
0,"no","no","no","no","no","yes",0.844,0.29
0,"no","no","no","no","no","yes",0.899,0.32
1,"yes","yes","no","no","no","yes",0.799,0.39
0,"no","no","no","no","no","yes",0.744,0.19
0,"yes","no","no","no","no","yes",0.899,0.37
0,"yes","no","no","no","no","yes",0.556,0.41
1,"yes","no","no","no","no","yes",0.795,0.38
0,"no","no","no","no","yes","yes",0.88,0.33
0,"no","no","no","no","yes","yes",0.909,0.349
0,"yes","no","no","no","no","yes",0.431,0.384
0,"no","no","no","no","no","yes",0.495,0.31
0,"no","no","no","yes","no","yes",0.184,0.27
0,"yes","no","no","no","no","yes",0.282,0.396
0,"no","no","no","no","no","yes",0.468,0.26
0,"yes","no","no","no","no","yes",0.919,0.369
1,"no","no","no","no","no","yes",1,0.31
0,"yes","no","no","no","no","yes",0.429,0.353
0,"no","no","no","no","no","yes",0.464,0.276
0,"no","no","no","no","no","yes",0.298,0.31
0,"yes","no","no","no","yes","yes",0.881,0.38
0,"yes","no","no","yes","yes","yes",0.769,0.37
0,"yes","no","no","no","no","yes",0.905,0.36
0,"no","no","no","no","yes","yes",0.914,0.35
0,"yes","no","no","no","no","yes",0.898,0.36
0,"yes","no","no","no","no","yes",0.789,0.396
0,"yes","no","no","no","no","yes",0.889,0.36
0,"yes","no","no","no","no","yes",0.831,0.36
0,"no","no","no","no","no","yes",0.5,0.27
0,"no","no","no","no","no","yes",0.803,0.31
0,"no","no","no","no","no","yes",0.8,0.34
0,"no","no","no","no","yes","yes",0.9,0.29
0,"yes","no","no","no","no","yes",0.776,0.42
1,"yes","no","no","yes","no","no",0.571,3
0,"no","no","no","yes","no","yes",0.807,0.33
0,"no","no","no","no","no","yes",0.9,0.32
1,"no","no","yes","no","no","yes",0.8,0.3
0,"no","no","no","no","no","yes",0.944,0.29
0,"no","no","no","no","no","yes",0.63,0.28
0,"yes","yes","no","no","no","yes",0.929,0.37
0,"yes","no","no","no","yes","yes",0.843,0.37
0,"no","no","no","no","yes","yes",0.429,0.19
0,"yes","no","no","no","no","yes",0.549,0.36
0,"yes","no","no","no","no","yes",0.716,0.83
0,"no","no","no","no","no","yes",0.406,0.29
0,"yes","yes","no","no","yes","yes",0.9,0.37
0,"no","no","yes","no","no","yes",0.556,0.21
0,"no","no","no","no","no","no",0.551,0.21
0,"no","no","no","no","no","yes",0.333,0.29
0,"no","no","no","no","no","yes",0.953,0.21
0,"yes","no","no","no","yes","yes",0.8,0.42
0,"no","no","no","no","no","yes",0.688,0.22
0,"no","no","no","no","no","yes",0.698,0.27
0,"yes","yes","no","no","yes","yes",0.952,0.43
1,"yes","no","yes","no","yes","yes",0.897,0.37
0,"no","no","no","no","yes","yes",0.95,0.29
