org,year,survey,bush,state,edu,age,female,black,weight
cbsnyt,7,9158,NA,NY,HS,45to64,1,0,843
cbsnyt,7,9158,1,NY,Bacc,45to64,1,0,697
cbsnyt,7,9158,1,TX,HS,18to29,1,0,1101
cbsnyt,7,9158,1,NC,HS,18to29,0,0,1396
cbsnyt,7,9158,1,NJ,SomeColl,18to29,0,0,1171
cbsnyt,7,9158,1,CA,HS,65plus,1,0,1474
cbsnyt,7,9158,1,NC,Bacc,30to44,1,0,548
cbsnyt,7,9158,1,NJ,NoHS,30to44,0,0,2336
cbsnyt,7,9158,0,IL,NoHS,65plus,1,0,1060
cbsnyt,7,9158,1,KY,HS,45to64,1,0,1241
cbsnyt,7,9158,NA,FL,HS,18to29,1,0,1101
cbsnyt,7,9158,NA,AR,SomeColl,65plus,1,0,354
cbsnyt,7,9158,0,MA,Bacc,18to29,1,0,332
cbsnyt,7,9158,1,TN,HS,45to64,1,0,414
cbsnyt,7,9158,1,CO,Bacc,18to29,1,0,364
cbsnyt,7,9158,NA,TX,Bacc,65plus,0,0,790
cbsnyt,7,9158,0,IL,Bacc,30to44,1,0,836
cbsnyt,7,9158,1,NJ,SomeColl,30to44,1,0,606
cbsnyt,7,9158,1,PA,HS,18to29,0,0,2132
cbsnyt,7,9158,0,FL,Bacc,45to64,0,0,868
cbsnyt,7,9158,0,NC,NoHS,30to44,1,0,2712
cbsnyt,7,9158,1,FL,HS,65plus,0,0,1116
cbsnyt,7,9158,0,PA,SomeColl,30to44,1,0,606
cbsnyt,7,9158,0,IN,HS,45to64,0,0,1068
cbsnyt,7,9158,1,MA,SomeColl,30to44,1,0,606
cbsnyt,7,9158,1,TX,Bacc,30to44,0,0,348
cbsnyt,7,9158,1,IL,SomeColl,30to44,1,0,303
cbsnyt,7,9158,1,FL,HS,65plus,0,0,1116
cbsnyt,7,9158,1,TX,Bacc,18to29,1,0,326
cbsnyt,7,9158,1,VA,SomeColl,18to29,0,0,575
cbsnyt,7,9158,1,KY,SomeColl,18to29,0,0,1150
cbsnyt,7,9158,1,TX,SomeColl,18to29,1,0,453
cbsnyt,7,9158,0,RI,SomeColl,30to44,1,0,606
cbsnyt,7,9158,0,OK,SomeColl,30to44,0,0,755
cbsnyt,7,9158,0,OH,HS,30to44,1,0,804
cbsnyt,7,9158,1,KY,SomeColl,45to64,0,0,429
cbsnyt,7,9158,NA,TN,NoHS,45to64,1,0,1056
cbsnyt,7,9158,0,PA,HS,65plus,0,0,1069
cbsnyt,7,9158,1,NY,HS,30to44,0,0,2042
cbsnyt,7,9158,1,TN,SomeColl,18to29,1,0,906
cbsnyt,7,9158,0,MN,HS,30to44,1,0,804
cbsnyt,7,9158,0,FL,NoHS,18to29,1,0,1101
cbsnyt,7,9158,1,OH,Bacc,18to29,1,0,331
cbsnyt,7,9158,1,IL,HS,45to64,1,0,1683
cbsnyt,7,9158,1,FL,Bacc,30to44,1,0,548
cbsnyt,7,9158,1,FL,Bacc,30to44,1,0,548
cbsnyt,7,9158,1,GA,HS,18to29,1,0,550
cbsnyt,7,9158,1,FL,NoHS,65plus,0,0,2642
cbsnyt,7,9158,1,NY,SomeColl,45to64,1,0,516
cbsnyt,7,9158,0,PA,HS,18to29,1,0,1121
cbsnyt,7,9158,1,KS,HS,45to64,1,0,842
cbsnyt,7,9158,0,MO,Bacc,30to44,1,0,836
cbsnyt,7,9158,1,VA,HS,30to44,1,0,790
cbsnyt,7,9158,1,FL,SomeColl,30to44,1,0,297
cbsnyt,7,9158,0,WI,SomeColl,18to29,1,0,922
cbsnyt,7,9158,1,GA,Bacc,30to44,0,0,695
cbsnyt,7,9158,1,KY,HS,30to44,1,0,395
cbsnyt,7,9158,1,WI,HS,30to44,1,0,804
cbsnyt,7,9158,1,NY,HS,18to29,0,0,1066
cbsnyt,7,9158,1,NE,Bacc,45to64,1,0,696
cbsnyt,7,9158,1,TN,HS,45to64,0,0,1049
cbsnyt,7,9158,0,MN,HS,45to64,0,0,534
cbsnyt,7,9158,0,LA,SomeColl,30to44,0,0,755
cbsnyt,7,9158,1,NJ,Bacc,18to29,1,0,829
cbsnyt,7,9158,1,NY,SomeColl,30to44,1,0,757
cbsnyt,7,9158,0,MO,SomeColl,65plus,0,0,914
cbsnyt,7,9158,1,MI,SomeColl,30to44,1,0,303
cbsnyt,7,9158,1,IL,SomeColl,30to44,0,0,384
cbsnyt,7,9158,1,TN,Bacc,18to29,1,0,652
cbsnyt,7,9158,1,TX,HS,30to44,1,0,790
cbsnyt,7,9158,1,KY,NoHS,45to64,0,0,4017
cbsnyt,7,9158,1,AR,HS,18to29,1,0,1101
cbsnyt,7,9158,1,IL,HS,18to29,1,0,1120
cbsnyt,7,9158,1,MO,Bacc,30to44,1,0,558
cbsnyt,7,9158,1,AL,HS,30to44,0,0,1003
cbsnyt,7,9158,1,UT,Bacc,18to29,0,0,923
cbsnyt,7,9158,1,KS,HS,30to44,1,0,1206
cbsnyt,7,9158,1,TX,Bacc,18to29,0,0,413
cbsnyt,7,9158,0,MS,NoHS,30to44,1,0,2712
cbsnyt,7,9158,1,AZ,SomeColl,45to64,0,0,479
cbsnyt,7,9158,1,TX,HS,30to44,1,0,790
cbsnyt,7,9158,1,CA,Bacc,30to44,1,0,918
cbsnyt,7,9158,1,TN,Bacc,18to29,1,0,652
cbsnyt,7,9158,0,MS,HS,30to44,0,1,1597
cbsnyt,7,9158,1,AZ,Bacc,18to29,0,0,923
cbsnyt,7,9158,0,WI,Bacc,30to44,1,0,279
cbsnyt,7,9158,1,TX,HS,18to29,0,0,4188
cbsnyt,7,9158,1,TN,HS,65plus,0,0,1116
cbsnyt,7,9158,NA,CA,SomeColl,30to44,1,0,332
cbsnyt,7,9158,0,WI,HS,30to44,1,0,804
cbsnyt,7,9158,0,CA,Bacc,18to29,0,0,923
cbsnyt,7,9158,0,CO,HS,30to44,1,0,441
cbsnyt,7,9158,0,CA,Bacc,30to44,0,0,776
cbsnyt,7,9158,1,CA,SomeColl,45to64,0,0,957
cbsnyt,7,9158,1,CA,HS,18to29,1,0,1229
cbsnyt,7,9158,0,CA,Bacc,18to29,0,0,923
cbsnyt,7,9158,0,WA,NoHS,18to29,1,0,1229
cbsnyt,7,9158,1,WA,Bacc,18to29,0,0,923
cbsnyt,7,9158,1,WY,SomeColl,30to44,0,0,842
cbsnyt,7,9158,1,CA,Bacc,18to29,0,0,461
cbsnyt,7,9158,1,NM,Bacc,30to44,0,0,776
cbsnyt,7,9158,1,CA,HS,18to29,1,0,1229
cbsnyt,7,9158,1,CA,Bacc,30to44,0,0,388
cbsnyt,7,9158,1,CA,Bacc,30to44,0,0,776
cbsnyt,7,9158,0,CA,Bacc,45to64,0,1,1157
cbsnyt,7,9158,0,CA,Bacc,65plus,1,0,918
cbsnyt,7,9158,0,CA,NoHS,65plus,0,1,4698
cbsnyt,7,9158,0,WA,Bacc,45to64,0,0,485
cbsnyt,7,9158,1,OR,HS,45to64,0,0,1171
cbsnyt,7,9158,0,WA,HS,18to29,1,0,1229
cbsnyt,7,9158,0,NY,HS,30to44,1,1,1188
cbsnyt,7,9158,1,NY,HS,45to64,1,0,843
cbsnyt,7,9158,0,PA,HS,45to64,1,0,1264
cbsnyt,7,9158,NA,PA,HS,45to64,0,0,1069
cbsnyt,7,9158,1,PA,SomeColl,45to64,1,0,689
cbsnyt,7,9158,1,NY,SomeColl,45to64,1,0,861
cbsnyt,7,9158,1,MA,Bacc,30to44,1,0,279
cbsnyt,7,9158,0,NY,Bacc,30to44,1,0,558
cbsnyt,7,9158,NA,MA,HS,18to29,1,0,1121
cbsnyt,7,9158,0,NY,Bacc,45to64,0,0,442
cbsnyt,7,9158,0,NY,HS,18to29,1,1,4134
cbsnyt,7,9158,0,NY,HS,30to44,1,0,805
cbsnyt,7,9158,1,NY,Bacc,18to29,0,0,421
cbsnyt,7,9158,1,NY,NoHS,45to64,0,0,4091
cbsnyt,7,9158,1,NY,Bacc,30to44,0,0,354
cbsnyt,7,9158,0,PA,Bacc,30to44,1,0,279
cbsnyt,7,9158,1,CT,NoHS,65plus,1,0,530
cbsnyt,7,9158,1,RI,HS,18to29,1,0,3362
cbsnyt,7,9158,0,NY,Bacc,45to64,1,0,523
cbsnyt,7,9158,1,MA,SomeColl,30to44,1,0,606
cbsnyt,7,9158,1,NY,SomeColl,30to44,1,0,606
cbsnyt,7,9158,1,NJ,Bacc,45to64,0,0,442
cbsnyt,7,9158,0,WI,SomeColl,45to64,1,0,688
cbsnyt,7,9158,0,NY,Bacc,30to44,0,0,708
cbsnyt,7,9158,0,MI,SomeColl,30to44,1,0,303
cbsnyt,7,9158,0,NJ,HS,45to64,1,0,843
cbsnyt,7,9158,1,PA,HS,65plus,1,0,448
cbsnyt,7,9158,1,NY,SomeColl,30to44,0,0,384
cbsnyt,7,9158,1,IN,HS,45to64,1,0,842
cbsnyt,7,9158,1,MO,HS,18to29,1,0,1120
cbsnyt,7,9158,0,NY,SomeColl,30to44,1,0,606
cbsnyt,7,9158,1,NJ,HS,18to29,1,0,1121
cbsnyt,7,9158,1,PA,HS,30to44,1,0,805
cbsnyt,7,9158,1,OH,HS,45to64,1,0,421
cbsnyt,7,9158,1,OH,SomeColl,18to29,0,0,1169
cbsnyt,7,9158,1,OH,HS,45to64,1,0,1263
cbsnyt,7,9158,0,RI,Bacc,30to44,1,0,558
cbsnyt,7,9158,0,NY,Bacc,30to44,1,0,279
cbsnyt,7,9158,1,PA,HS,45to64,1,0,1264
cbsnyt,7,9158,1,PA,HS,18to29,1,0,1121
cbsnyt,7,9158,0,WI,HS,30to44,0,0,1020
cbsnyt,7,9158,0,WI,Bacc,30to44,1,0,558
cbsnyt,7,9158,0,OH,HS,18to29,0,0,1420
cbsnyt,7,9158,0,CT,HS,30to44,0,0,1021
cbsnyt,7,9158,NA,MA,SomeColl,18to29,0,0,1171
cbsnyt,7,9158,1,KS,NoHS,65plus,1,0,1060
cbsnyt,7,9158,0,OH,SomeColl,30to44,0,0,2303
cbsnyt,7,9158,1,WI,Bacc,30to44,0,0,707
cbsnyt,7,9158,1,OH,HS,30to44,1,0,804
cbsnyt,7,9158,1,MA,Bacc,65plus,0,0,805
cbsnyt,7,9158,0,NY,Bacc,30to44,1,1,412
cbsnyt,7,9158,NA,IL,NoHS,18to29,1,0,560
cbsnyt,7,9158,NA,PA,HS,18to29,1,0,1121
cbsnyt,7,9158,1,WI,Bacc,18to29,1,0,663
cbsnyt,7,9158,1,IL,HS,18to29,1,0,2239
cbsnyt,7,9158,1,MI,Bacc,18to29,1,0,663
cbsnyt,7,9158,1,RI,NoHS,30to44,0,0,2336
cbsnyt,7,9158,1,KS,SomeColl,30to44,0,0,384
cbsnyt,7,9158,1,OH,HS,30to44,0,0,1020
cbsnyt,7,9158,1,MA,Bacc,30to44,0,0,708
cbsnyt,7,9158,1,KS,SomeColl,30to44,0,0,768
cbsnyt,7,9158,0,PA,HS,65plus,1,0,896
cbsnyt,7,9158,1,MO,Bacc,30to44,0,0,707
cbsnyt,7,9158,0,LA,HS,45to64,1,1,1221
cbsnyt,7,9158,0,IL,Bacc,18to29,1,0,663
cbsnyt,7,9158,1,OH,HS,45to64,0,0,1068
cbsnyt,7,9158,NA,IL,NoHS,45to64,0,1,2169
cbsnyt,7,9158,NA,WI,Bacc,30to44,0,0,354
cbsnyt,7,9158,0,WI,HS,18to29,0,0,1420
cbsnyt,7,9158,0,IL,HS,30to44,1,0,402
cbsnyt,7,9158,0,MN,HS,30to44,1,0,402
cbsnyt,7,9158,0,WI,HS,30to44,1,0,804
cbsnyt,7,9158,0,NY,HS,30to44,1,0,805
cbsnyt,7,9158,1,MN,HS,18to29,0,0,710
cbsnyt,7,9158,0,MI,NoHS,45to64,1,1,1585
cbsnyt,7,9158,1,IN,HS,30to44,1,0,804
cbsnyt,7,9158,0,NE,Bacc,30to44,0,0,707
cbsnyt,7,9158,0,OH,Bacc,30to44,0,0,354
cbsnyt,7,9158,1,VA,HS,30to44,0,0,1003
cbsnyt,7,9158,0,NY,Bacc,30to44,0,0,354
cbsnyt,7,9158,1,FL,HS,45to64,0,0,525
cbsnyt,7,9158,0,TN,Bacc,45to64,0,0,868
cbsnyt,7,9158,1,WI,HS,45to64,0,0,1068
cbsnyt,7,9158,1,OH,NoHS,45to64,0,0,2724
cbsnyt,7,9158,1,OH,HS,18to29,1,0,1120
cbsnyt,7,9158,1,PA,SomeColl,18to29,0,0,1171
cbsnyt,7,9158,1,FL,SomeColl,65plus,0,0,899
cbsnyt,7,9158,1,VA,Bacc,65plus,1,0,934
cbsnyt,7,9158,0,OH,Bacc,30to44,1,1,617
cbsnyt,7,9158,NA,TX,HS,45to64,1,0,414
cbsnyt,7,9158,1,MO,SomeColl,45to64,1,0,344
cbsnyt,7,9158,1,VA,HS,65plus,1,0,880
cbsnyt,7,9158,1,KY,HS,45to64,1,0,827
cbsnyt,7,9158,1,NC,HS,30to44,1,0,790
cbsnyt,7,9158,0,NY,Bacc,45to64,0,0,884
cbsnyt,7,9158,1,MI,SomeColl,18to29,0,0,1169
cbsnyt,7,9158,1,IL,HS,30to44,1,0,804
cbsnyt,7,9158,0,IA,HS,45to64,0,0,1068
cbsnyt,7,9158,0,MS,NoHS,65plus,1,1,1537
cbsnyt,7,9158,1,FL,Bacc,18to29,1,0,652
cbsnyt,7,9158,0,AR,Bacc,30to44,0,0,695
cbsnyt,7,9158,0,TX,SomeColl,30to44,1,0,149
cbsnyt,7,9158,0,WV,HS,30to44,1,0,790
cbsnyt,7,9158,0,TX,Bacc,30to44,1,0,1096
cbsnyt,7,9158,1,WV,SomeColl,45to64,0,0,858
cbsnyt,7,9158,1,NE,SomeColl,18to29,1,0,922
cbsnyt,7,9158,0,NY,NoHS,18to29,1,0,1121
cbsnyt,7,9158,0,NY,HS,45to64,1,0,843
cbsnyt,7,9158,1,FL,Bacc,65plus,1,0,311
cbsnyt,7,9158,1,TX,Bacc,30to44,1,0,548
cbsnyt,7,9158,1,MN,HS,30to44,0,0,510
cbsnyt,7,9158,1,MO,HS,18to29,1,1,2478
cbsnyt,7,9158,0,GA,NoHS,18to29,0,1,2223
cbsnyt,7,9158,1,LA,Bacc,18to29,1,0,652
cbsnyt,7,9158,0,DC,HS,65plus,1,1,649
cbsnyt,7,9158,0,FL,HS,30to44,1,0,395
cbsnyt,7,9158,0,WI,SomeColl,18to29,0,0,1754
cbsnyt,7,9158,1,TX,Bacc,65plus,1,0,311
cbsnyt,7,9158,0,TX,SomeColl,30to44,0,1,601
cbsnyt,7,9158,0,TX,HS,45to64,1,0,827
cbsnyt,7,9158,0,PA,HS,18to29,0,0,2132
cbsnyt,7,9158,1,TX,HS,18to29,1,0,1101
cbsnyt,7,9158,1,VA,HS,65plus,0,0,1116
cbsnyt,7,9158,0,NC,HS,65plus,0,1,1778
cbsnyt,7,9158,1,TX,HS,45to64,0,0,1049
cbsnyt,7,9158,1,IL,Bacc,30to44,0,0,1061
cbsnyt,7,9158,0,NC,HS,65plus,1,0,440
cbsnyt,7,9158,1,TN,Bacc,30to44,1,0,548
cbsnyt,7,9158,1,WI,HS,45to64,0,0,1068
cbsnyt,7,9158,1,KY,HS,30to44,0,1,1597
cbsnyt,7,9158,1,NC,HS,45to64,0,0,1574
cbsnyt,7,9158,1,NE,HS,45to64,0,0,534
cbsnyt,7,9158,1,TX,SomeColl,65plus,0,0,899
cbsnyt,7,9158,1,AL,Bacc,30to44,0,0,695
cbsnyt,7,9158,0,VA,Bacc,45to64,1,1,1010
cbsnyt,7,9158,0,VA,SomeColl,18to29,1,1,1337
cbsnyt,7,9158,1,FL,SomeColl,18to29,1,0,906
cbsnyt,7,9158,0,AL,Bacc,65plus,1,0,934
cbsnyt,7,9158,0,KY,NoHS,65plus,1,0,1042
cbsnyt,7,9158,0,CA,SomeColl,45to64,1,0,755
cbsnyt,7,9158,NA,KY,SomeColl,65plus,1,0,354
cbsnyt,7,9158,NA,TN,SomeColl,30to44,0,0,755
cbsnyt,7,9158,NA,IL,Bacc,45to64,1,0,1392
cbsnyt,7,9158,0,TX,HS,30to44,1,0,790
cbsnyt,7,9158,1,CO,SomeColl,45to64,1,0,377
cbsnyt,7,9158,1,AR,HS,65plus,1,0,440
cbsnyt,7,9158,0,CA,HS,18to29,0,0,3896
cbsnyt,7,9158,1,TX,Bacc,65plus,1,0,311
cbsnyt,7,9158,1,CO,SomeColl,18to29,1,0,1012
cbsnyt,7,9158,0,FL,HS,45to64,0,0,1049
cbsnyt,7,9158,1,TX,Bacc,18to29,0,0,413
cbsnyt,7,9158,1,AZ,HS,45to64,1,0,1847
cbsnyt,7,9158,0,CA,SomeColl,45to64,1,0,755
cbsnyt,7,9158,0,GA,Bacc,30to44,0,0,695
cbsnyt,7,9158,1,AL,SomeColl,18to29,1,1,1337
cbsnyt,7,9158,1,FL,HS,65plus,1,0,880
cbsnyt,7,9158,1,NC,HS,65plus,0,0,1116
cbsnyt,7,9158,1,NM,HS,45to64,0,0,879
cbsnyt,7,9158,1,NM,Bacc,45to64,1,0,382
cbsnyt,7,9158,1,CA,HS,30to44,1,0,1324
cbsnyt,7,9158,1,GA,SomeColl,18to29,0,1,1831
cbsnyt,7,9158,0,OR,NoHS,45to64,1,0,3535
cbsnyt,7,9158,0,OK,HS,18to29,0,0,1396
cbsnyt,7,9158,0,MN,SomeColl,30to44,1,0,605
cbsnyt,7,9158,NA,UT,HS,30to44,0,0,1119
cbsnyt,7,9158,0,SC,HS,18to29,1,0,2201
cbsnyt,7,9158,0,NM,Bacc,30to44,1,0,306
cbsnyt,7,9158,1,CA,Bacc,30to44,1,0,612
cbsnyt,7,9158,1,CA,Bacc,30to44,1,0,612
cbsnyt,7,9158,1,WV,NoHS,65plus,1,0,1042
cbsnyt,7,9158,1,WI,HS,30to44,0,0,1020
cbsnyt,7,9158,1,WA,NoHS,45to64,0,0,2989
cbsnyt,7,9158,NA,GA,Bacc,45to64,1,0,342
cbsnyt,7,9158,0,AL,SomeColl,30to44,1,0,297
cbsnyt,7,9158,1,MS,SomeColl,45to64,1,0,676
cbsnyt,7,9158,1,TN,SomeColl,45to64,1,0,1352
cbsnyt,7,9158,0,CA,NoHS,45to64,1,0,2357
cbsnyt,7,9158,1,WA,HS,65plus,0,0,1246
cbsnyt,7,9158,1,CA,HS,18to29,1,0,2457
cbsnyt,7,9158,1,CA,SomeColl,18to29,0,0,3850
cbsnyt,7,9158,1,GA,NoHS,30to44,0,0,2294
cbsnyt,7,9158,0,AZ,Bacc,65plus,1,0,695
cbsnyt,7,9158,1,CA,Bacc,45to64,0,0,485
cbsnyt,7,9158,0,CA,Bacc,30to44,1,0,306
cbsnyt,7,9158,1,OK,HS,45to64,1,0,827
cbsnyt,7,9158,0,NV,HS,45to64,1,0,924
cbsnyt,7,9158,1,KY,HS,45to64,1,0,827
cbsnyt,7,9158,1,CO,Bacc,30to44,0,0,776
cbsnyt,7,9158,1,CA,NoHS,45to64,1,0,1178
cbsnyt,7,9158,0,IA,NoHS,45to64,1,0,3222
cbsnyt,7,9158,1,VA,SomeColl,18to29,0,0,2299
cbsnyt,7,9158,1,TX,NoHS,30to44,1,0,904
cbsnyt,7,9158,1,CT,Bacc,30to44,1,0,279
cbsnyt,7,9158,0,CA,NoHS,65plus,0,0,1475
cbsnyt,7,9158,0,MD,HS,30to44,0,0,1003
cbsnyt,7,9158,0,TX,HS,65plus,1,0,440
cbsnyt,7,9158,0,NY,Bacc,30to44,1,0,558
cbsnyt,7,9158,0,OR,SomeColl,30to44,1,0,664
cbsnyt,7,9158,0,CA,Bacc,30to44,0,0,388
cbsnyt,7,9158,0,FL,SomeColl,30to44,1,1,439
cbsnyt,7,9158,1,TX,Bacc,30to44,1,0,274
cbsnyt,7,9158,0,AZ,SomeColl,18to29,0,0,2566
cbsnyt,7,9158,1,PA,SomeColl,65plus,1,0,361
cbsnyt,7,9158,NA,ME,HS,30to44,0,0,511
cbsnyt,7,9158,1,CA,SomeColl,30to44,1,0,664
cbsnyt,7,9158,1,OH,HS,30to44,1,0,804
cbsnyt,7,9158,1,NY,HS,18to29,0,1,2264
cbsnyt,7,9158,0,MI,HS,30to44,1,0,804
cbsnyt,7,9158,1,NC,HS,45to64,1,0,827
cbsnyt,7,9158,0,OR,Bacc,30to44,0,0,776
cbsnyt,7,9158,0,IN,HS,18to29,1,0,1120
cbsnyt,7,9158,1,NC,HS,30to44,1,0,395
cbsnyt,7,9158,0,MI,HS,18to29,0,0,710
cbsnyt,7,9158,0,PA,HS,30to44,1,0,805
cbsnyt,7,9158,0,NY,Bacc,30to44,0,1,564
cbsnyt,7,9158,0,OH,SomeColl,18to29,0,0,1169
cbsnyt,7,9158,1,OK,NoHS,45to64,0,0,2678
cbsnyt,7,9158,1,NY,Bacc,30to44,1,0,837
cbsnyt,7,9158,1,WA,Bacc,30to44,0,0,582
cbsnyt,7,9158,0,MI,Bacc,65plus,1,0,317
cbsnyt,7,9158,1,NC,NoHS,45to64,0,0,1339
cbsnyt,7,9158,1,MI,Bacc,18to29,0,0,420
cbsnyt,7,9158,1,IL,HS,45to64,1,0,842
cbsnyt,7,9158,1,CT,Bacc,18to29,1,0,664
cbsnyt,7,9158,0,PA,HS,45to64,0,0,2137
cbsnyt,7,9158,1,MI,Bacc,18to29,0,0,841
cbsnyt,7,9158,0,TX,Bacc,65plus,1,0,311
cbsnyt,7,9158,1,GA,NoHS,45to64,1,0,5278
cbsnyt,7,9158,1,FL,HS,45to64,1,0,827
cbsnyt,7,9158,1,FL,SomeColl,18to29,0,0,1150
cbsnyt,7,9158,1,KS,HS,30to44,1,0,804
cbsnyt,7,9158,NA,TX,SomeColl,45to64,0,0,1286
cbsnyt,7,9158,1,MD,HS,30to44,1,0,790
cbsnyt,7,9158,1,KS,Bacc,18to29,1,0,663
cbsnyt,7,9158,1,MI,HS,65plus,1,0,448
cbsnyt,7,9158,1,IL,Bacc,30to44,0,0,1061
cbsnyt,7,9158,0,MS,Bacc,30to44,0,0,695
cbsnyt,7,9158,0,DE,Bacc,18to29,1,0,652
cbsnyt,7,9158,0,FL,HS,18to29,1,0,550
cbsnyt,7,9158,0,FL,HS,45to64,0,0,1049
cbsnyt,7,9158,0,CA,Bacc,18to29,0,0,923
cbsnyt,7,9158,NA,IA,NoHS,30to44,0,0,4666
cbsnyt,7,9158,NA,AR,Bacc,30to44,1,0,548
cbsnyt,7,9158,0,NY,SomeColl,18to29,0,0,1756
cbsnyt,7,9158,1,MA,SomeColl,30to44,1,0,909
cbsnyt,7,9158,1,FL,SomeColl,30to44,1,0,595
cbsnyt,7,9158,1,LA,HS,45to64,0,0,1049
cbsnyt,7,9158,1,AZ,Bacc,18to29,0,0,461
cbsnyt,7,9158,0,VA,Bacc,30to44,0,0,348
cbsnyt,7,9158,0,OR,HS,30to44,1,0,441
cbsnyt,7,9158,1,KY,Bacc,30to44,1,0,548
cbsnyt,7,9158,1,SC,HS,45to64,1,0,827
cbsnyt,7,9158,1,WI,HS,45to64,1,0,842
cbsnyt,7,9158,1,NM,Bacc,45to64,1,0,382
cbsnyt,7,9158,1,VA,HS,45to64,1,1,1221
cbsnyt,7,9158,1,MS,Bacc,18to29,0,0,826
cbsnyt,7,9158,0,ID,NoHS,45to64,1,0,2357
cbsnyt,7,9158,0,MI,NoHS,65plus,1,0,1060
cbsnyt,7,9158,0,OH,Bacc,18to29,0,0,420
cbsnyt,7,9158,1,TX,Bacc,30to44,0,0,695
cbsnyt,7,9158,1,NY,NoHS,18to29,0,0,2132
cbsnyt,7,9158,1,MA,SomeColl,30to44,0,0,768
cbsnyt,7,9158,1,GA,Bacc,45to64,1,0,684
cbsnyt,7,9158,NA,CA,SomeColl,30to44,1,0,996
cbsnyt,7,9158,0,WA,HS,30to44,0,0,560
cbsnyt,7,9158,1,IN,HS,45to64,1,0,842
cbsnyt,7,9158,1,CO,SomeColl,18to29,0,0,1283
cbsnyt,7,9158,1,OH,SomeColl,30to44,0,0,768
cbsnyt,7,9158,0,GA,SomeColl,30to44,0,0,377
cbsnyt,7,9158,0,CA,HS,18to29,0,0,1558
cbsnyt,7,9158,1,TX,Bacc,30to44,1,0,548
cbsnyt,7,9158,0,CA,HS,30to44,1,0,662
cbsnyt,7,9158,0,IL,SomeColl,30to44,1,0,1210
cbsnyt,7,9158,0,NY,HS,30to44,0,0,1021
cbsnyt,7,9158,1,CA,HS,30to44,1,0,882
cbsnyt,7,9158,0,VA,Bacc,18to29,1,0,326
cbsnyt,7,9158,0,CO,SomeColl,65plus,1,0,396
cbsnyt,7,9158,1,OH,Bacc,18to29,1,0,331
cbsnyt,7,9158,0,TX,HS,45to64,1,1,1221
cbsnyt,7,9158,0,FL,Bacc,30to44,0,0,695
cbsnyt,7,9158,0,NY,Bacc,45to64,1,0,348
cbsnyt,7,9158,0,WV,SomeColl,45to64,1,0,676
cbsnyt,7,9158,0,PA,Bacc,30to44,0,0,1062
cbsnyt,7,9158,0,OK,HS,30to44,1,1,1166
cbsnyt,7,9158,1,TN,HS,65plus,1,0,440
cbsnyt,7,9158,0,MN,HS,45to64,0,0,1068
cbsnyt,7,9158,0,LA,NoHS,45to64,0,1,2132
cbsnyt,7,9158,1,KY,SomeColl,45to64,1,0,1014
cbsnyt,7,9158,1,MO,SomeColl,45to64,0,0,872
cbsnyt,7,9158,1,MN,HS,30to44,0,0,1020
cbsnyt,7,9158,0,NY,SomeColl,45to64,1,0,689
cbsnyt,7,9158,1,PA,SomeColl,18to29,1,0,462
cbsnyt,7,9158,1,NY,HS,30to44,1,1,1782
cbsnyt,7,9158,1,NC,NoHS,45to64,1,0,1056
cbsnyt,7,9158,1,VA,HS,18to29,1,0,550
cbsnyt,7,9158,1,NY,HS,18to29,0,0,711
cbsnyt,7,9158,1,AZ,Bacc,30to44,0,0,388
cbsnyt,7,9158,0,GA,Bacc,18to29,1,1,1923
cbsnyt,7,9158,1,CA,HS,30to44,1,0,882
cbsnyt,7,9158,1,SC,NoHS,45to64,1,0,2111
cbsnyt,7,9158,1,TN,HS,18to29,1,0,1101
cbsnyt,7,9158,0,NY,SomeColl,30to44,1,0,606
cbsnyt,7,9158,1,MA,SomeColl,30to44,0,0,768
cbsnyt,7,9158,1,NJ,Bacc,18to29,1,0,829
cbsnyt,7,9158,1,TN,SomeColl,45to64,0,0,858
cbsnyt,7,9158,1,FL,HS,45to64,1,0,827
cbsnyt,7,9158,1,TN,HS,18to29,1,1,812
cbsnyt,7,9158,1,GA,HS,30to44,0,0,1003
cbsnyt,7,9158,0,CO,SomeColl,18to29,1,0,506
cbsnyt,7,9158,0,NY,SomeColl,18to29,1,1,681
cbsnyt,7,9158,0,LA,Bacc,18to29,1,0,326
cbsnyt,7,9158,1,NH,HS,18to29,0,0,2132
cbsnyt,7,9158,1,SC,HS,30to44,0,0,1003
cbsnyt,7,9158,1,OH,HS,30to44,1,0,402
cbsnyt,7,9158,1,PA,HS,45to64,0,0,1069
cbsnyt,7,9158,0,ME,HS,30to44,0,0,1021
cbsnyt,7,9158,0,NC,HS,45to64,1,0,1655
cbsnyt,7,9158,0,IL,HS,45to64,1,0,1263
cbsnyt,7,9158,0,CO,Bacc,30to44,0,0,776
cbsnyt,7,9158,1,IL,Bacc,45to64,0,0,883
cbsnyt,7,9158,NA,VA,Bacc,30to44,0,0,695
cbsnyt,7,9158,0,WA,SomeColl,18to29,1,0,506
cbsnyt,7,9158,NA,MA,HS,65plus,1,0,448
cbsnyt,7,9158,1,CA,HS,30to44,1,0,441
cbsnyt,7,9158,1,TN,SomeColl,30to44,0,0,755
cbsnyt,7,9158,1,GA,SomeColl,30to44,0,0,1132
cbsnyt,7,9158,1,MI,Bacc,45to64,0,0,883
cbsnyt,7,9158,1,NJ,HS,18to29,1,1,1654
